review_id,review_comment_message,text_sentiment,review_score,predictions,geolocation_lat,geolocation_lng,geolocation_state,review_creation_date
3eacad17243a8f2b31dbd153b04b7c35,Comprei um lençol queen mas as fronhas não vestem um travesseiro 70 x 50. São muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,comprar lencol fronha nao vester travesseiro sao muito pequeno estreita Baratheon sempre oferecer produto qualidade deixar desejar,1,0,-27.14105704919435,-48.96146112936535,SC,2018-08-21
4e1fad431debcccf54b569356ab41b50,"Recomendo, compra segura entrega correta.",recomendo compra seguro entrega correto,5,1,-23.554133203993324,-46.53048959908248,SP,2018-08-17
199230aa533406b9564ad1ce09fe0f4c,"tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável",ter sling marca tecido muito mais macio maleavel agradavel,2,1,-27.543786658615705,-48.62567962615467,SC,2018-08-16
bf8ad702d153b8c1c73328591242c7d1,"Comprei um produto e não entregaram. 
Pedi o cancelado do produto.",comprar produto nao entregar pedi cancelar produto,1,0,-23.68008452677597,-46.62410537301638,SP,2018-08-05
63fece601f7ef9a3d20a166e3ade1912,sim,sim,4,1,-27.154606768453945,-48.56986624316197,SC,2018-08-15
75bafae4aeb5c847a796412f96c8cf38,chegou antes do prazo determinado pela loja. ,chegar antes prazo determinar loja,5,1,-12.895112589380958,-38.33895999999978,BA,2018-08-21
289938f713e439c7544b723673b5a042,Otimo produto. Igual a foto.,otimo produto igual foto,5,1,-25.453155877315545,-49.2850395992267,PR,2018-08-07
686b2d74b63eebdf64aa1fd22fd0d195,entrega 14 dias antes do prazo estabelecido,entregar dia antes prazo estabelecer,5,1,-25.43548786011886,-49.270213781291496,PR,2018-07-31
5b16346ee3f996c1b90d132560e42e5c,"Excelente produto, entrega imediata e preço mt bom!!",excelente produto entregar imediato preco mt bom,5,1,-22.3970091627978,-46.94545202732525,SP,2018-08-12
ab1cff9b36e46cea468b5bf58eadac40,"Gostaria de saber sobre a devolução do produto,pois informaram que seria 48 horas pra confirmar a devolução e até o momento nada.",gostar saber devolucao produtopois informar hora confirmar devolucao ate momento nada,1,0,-29.16624369279465,-51.209531752064,RS,2018-08-19
aad2cad572bfb242f557e0681bcd51e0,Com certeza comprarei outros produtos.,certeza comprar produto,4,1,-23.20706431353269,-46.760735214610754,SP,2018-08-08
2a1b4cd792b90463646bef7789c1f49e,Gostei,gostar,5,1,-23.637285303364266,-46.519363822926856,SP,2018-08-10
6fac4ff0f6e5a77539221d6bec255af3,"Produto de ótima qualidade, com cores vivas e bem recortado. Deu um pouco de trabalho pra colocar (devido à falta de experiência) mas o resultado foi surpreendente!",produto otimo qualidade cor vivo bem recortar dar pouco trabalho colocar devido falta experiencia resultado surpreendente,5,1,-25.464029318048183,-49.30472794690424,PR,2018-08-15
3fb929ba2924ff0a47858efb007ceee1,entrega rapida,entregar rapido,5,1,-23.59798552039933,-46.55547278711988,SP,2018-08-07
d2299d75554311d3a1fd1dd57091fe9c,Ótimo fornecedor ,otimo fornecedor,5,1,-20.793966591593712,-49.363925103061646,SP,2018-08-08
e40ae82cc51399e8b6e2f2ef12373cc2,"meu produto veio com o cabo todo arranhado, produto parece usado",produto vir cabo arranhar produto parecer usar,1,0,-26.283149245628717,-48.85128463059032,SC,2018-08-07
89143c34c9f9ca9f37aa7a0bfd871893,"O produto está com a entrega em atraso.
Até o momento não obtive nenhum retorno do meu chamado que está em aberto! ",produto entregar atraso momento nao obter retorno chamar abrir,1,0,-23.141554810215275,-47.23811647179686,SP,2018-08-26
0f9938b13bc6e801ea8b19d7ce100f0a,"Amei o produto, e chegou bem antes do prazo de entrega. Eu recomendo essa loja. ",amar produto chegar bem antes prazo entregar recomer loja,5,1,-22.541719708891844,-47.427681190013296,SP,2018-08-04
2f8295016240ed6439e0f09c12d5fdd8,Ótimo atendimento ,otimo atendimento,5,1,-26.227777499999995,-49.41558674999999,SC,2018-08-05
1e6ae2e41f568c53d4239d3bfbe59754,Pedido entregue antes do previsto.,pedir entregar antes prever,5,1,-23.568722298084143,-46.61880092397124,SP,2018-08-21
60a11eb3083d3d30cd4582fa72b3ee65,o tablet veio com defeito o que devo faze ????,tablet vir defeito dever faze,5,0,-12.895112589380958,-38.33895999999978,BA,2018-08-21
96a20cec700f8a78916f337c0dc591a6,"Comprei o relógio todo preto, com fecho preto, porém veio com fecho prata, e comprei com nome MVTM escrito dentro do relógio, veio sem o nome, na foto fecho preto, e com nome MVTM, não veio assim",comprar relogio preto fecho preto vir fecho prata comprar nome mvtm escrever dentro relogio vir nome fotor fecho preto nome mvtm nao vir assim,2,1,-23.651114842510157,-46.75521082321932,SP,2018-08-26
ac6777197d46dae5bccc6dadbadaab7b,"Produto de baixa qualidade, na foto engana bem, bota esquerdo não tem função, o digital somente funciona se vc aperta um dos dois botões da direita e logo apaga, instrução em inglês e chinês. ",produto baixo qualidade fotor enganar bem bota esquerdo nao ter funcao digital somente funcionar apertar botoes direita logo apagar instrucao ingles chines,1,0,-23.651114842510157,-46.75521082321932,SP,2018-08-29
b5c740c823b348cfeb5edebc623e9c8a,"Faltou a nota fiscal que não chegou com o produto ,e nao esta no email, que informa 
 que já foi emitida ,e não recebi de maneira nem uma , fico no aguardo ...",faltar nota fiscal nao chegar produto nao email informar ja emitir nao recebi maneira fico aguardo,4,0,-21.123005689422374,-48.94945781487678,SP,2018-08-18
bd24d59d8b0ff2472edbfdde34395c77,"marcadores maravilhosos, produto entregue antes do prazo.",marcador maravilhosos produto entregar antes prazo,5,0,-23.468440512490595,-46.72068807496815,SP,2018-08-24
2e3ca02ab8955f97116dd77c65ac0597,"Chegou antes do prazo, porém percebi q o zíper da parte menor na primeira vez ele nao abriu o feixe, mas da segunda em diante abriu, caso o feixe abra novamente entro em contato com a loja.",chegar antes prazo percebi ziper parte pequeno vez nao abrir feixe segundo diante abrir feixe abrir novamente entror contato loja,5,1,-23.464295023583936,-46.32874959104104,SP,2018-08-17
42dbe1261ffa4f8bf21d8d8185b13ff1,Gostei muito parabéns pelo compromisso com.o consumidor.,gostar muito parabens compromisso consumidor,5,1,-22.904356478404523,-47.1755015158131,SP,2018-08-29
c12f989b3acb00a097db7de4e2e4939c,antes do prazo,antes prazo,5,1,-25.4400884207686,-49.34526604939701,PR,2018-08-19
bda838e6a61fccb1ceb29afcb61c8bef,"Primeira vez que comprei na lannister online , e agora trocarei o ML pela lannister.com",vez comprar agora trocar ml lannistercom,5,1,-23.66875959201334,-46.53653409354255,SP,2018-08-18
3547ade529a1b5a5e093456476b22c58,"Pedi duas carteiras. Uma veio com defeito e outra veio errada, ñ é a q pedi.... pedi reembolso e creio q isso correrá bem.",pedir carteira vir defeito vir errar n pedir pedir reembolso crer correrar bem,2,0,-23.651114842510157,-46.75521082321932,SP,2018-08-05
ebd3c6f3c54ee7cbdecefd57d5d57d1e,estou satisfeito,satisfeito,5,1,-19.81011863229108,-43.98472732006267,MG,2018-08-15
06e6300487c6f734ad5721d4db38e1f9,Olha comprei 2 produto mas foi entregue só um não sei o y aconteceu esse saet sempre entregou correto.,olhar comprar produto entregar so nao saber acontecer sempre entregar correto,4,0,-22.933200411915568,-47.04106490766075,SP,2018-08-22
b9019922f0d30bb0d9dfe588cad9f0b0,produto entregue dentro do prazo e em perfeitas condições.Nota 1000,produto entregar dentro prazo perfeito condicoesnota,5,1,-15.840667480274698,-48.051942900348365,DF,2018-08-31
eb189f129a9d5c3a88293b715ff3e545,Gostei muito ,gostar muito,5,1,-22.869434839575295,-43.55443024078128,RJ,2018-08-04
0b4fb8419afb77330ab056dc21d114e0,"Rede linda, não vem os parafusos mas o material é ótimo. ",rede lindo nao vir parafuso material otimo,5,1,-23.554133203993324,-46.53048959908248,SP,2018-08-08
a2ec8bbd4b0ce53a065e4d278165cb5e,"Sensacional... Eu tinha medo de ser outra coisa, mas é muito linda. Pra quem é fã de coração, eu recomendo.",sensacional ter medo coisa muito lindo recomer,5,1,-18.65223568071188,-48.19343213192182,MG,2018-08-03
4a98171e8469ebc3336c328c9d3dc1d5,"Adorei k produto. Entregue antes do prazo
Super jndico",ador produto entregar antes prazo super jndico,5,1,-20.80243626346376,-49.39562406741489,SP,2018-08-07
fa913fb64ef9de88f431dc93f578fb62,Produto veio ate antes do prazo. Chegou certinho,produto vir ate antes prazo chegar certinho,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-30
48b59eaf14d7413f9bebc31a061d54fa,"show de bola, entregaram antes do prazo previsto",show bola entregar antes prazo prever,5,1,-23.689300411593344,-46.70065806950787,SP,2018-08-18
d266ab294a1fa257804bea470618c8c5,"Adorei, os produtos chegaram bem antes do prazo, menos de uma semana, tudo bem embalado, o entregador chamou alto o q possibilita de ouvir e atender, mto bom, recomendo muito. ",adorar produto chegar bem antes prazo menos semana bem embalar entregador chamar alto possibilitar ouvir atender mto bom recomer muito,5,1,-19.81011863229108,-43.98472732006267,MG,2018-07-31
bcc495c8a87c63a7372b0b0d188f3c2c,Chegou antes do previsto.,chegar antes prever,5,1,-23.445022995005957,-46.70898743370049,SP,2018-08-09
23e8f3f8046feb595f1dce942b339e08,"Sempre que compro com vocês não tenho problemas nenhum pelo contrário, recebi a mercadoria até antes do prazo.",sempre comprir voce nao ter problema contrario recebi mercadoria antes prazo,4,1,-23.651114842510157,-46.75521082321932,SP,2018-08-08
8ee741e7b81e3de17396b39e520fef84,"A empresa prestou ótima assistência, o produto chegou em ótimo estado. ",empresa prestar otimo assistencia produto chegar otimo estado,5,1,-29.193359085518043,-51.162024291842336,RS,2018-08-02
b1fd5bb8d85b5a49f90a0097b3029cd7,Não gostei por que me mandaram a cor errada,nao gostar mandar cor errado,1,0,-18.60497691187199,-46.52154885505743,MG,2018-08-18
4b00a56d9183c6e052113cd523d5ce95,fantástico,fantastico,5,0,-23.0122137105142,-47.52203973160603,SP,2018-07-31
9988bf998f87fba0eb802335cd52de28,site confiavel,site confiavel,5,1,-22.895876357204664,-47.0791850342778,SP,2018-08-16
6d27bb9cc292221e17c055cb27db588c,produto não funciona ,produto nao funcionar,1,0,-23.93465945090488,-46.331065142884974,SP,2018-08-01
575854dcd2f4e0a957d19febe8e3670d,"ótimo produto, revendedor confiável. recomendo",otimo produto revendedor confiavel recomendo,5,1,-23.406238298215783,-46.84102497498486,SP,2018-08-16
37dddf2d45d45bbd66790dabc9efa71e,Tudo ótimo,otimar,5,1,-23.678798920064235,-46.45947764149177,SP,2018-08-18
2b6649bd0a6f3d3370377e5cbfe7d256,"tive que retirar no correio, não avisaram que eu teria que me deslocar para retirar, não entregaram em casa.",retirar correio nao avisar deslocar retirar nao entregar casa,1,0,-23.491089052455425,-46.5850818805182,SP,2018-08-31
02684930e50680f1b2105cb0ccfae932,Não recebi e espero receber,nao receber esperar receber,1,0,-22.15937587770692,-46.04402732344177,MG,2018-08-26
4e7c430d4113e190961a9f2c7ff228a0,Nao recebi o lustre de bola o quadro foi entregue.,nao recebi lustre bola quadro entregar,1,0,-23.54278837385309,-46.36699847002138,SP,2018-08-28
137e64faebacd3951cf2fdc4fb1629f9,"Entrega ocorreu antes do prazo, produto em perfeitas condições, muito satisfeito.",entregar ocorrer antes prazo produto perfeito condicoe muito satisfeito,5,1,-27.42517433269942,-48.426350651572776,SC,2018-08-08
bd255976fef34fdc72428a574f9810f7,Perfeito e recomendo chegou dentro do prazo,perfeito recomendo chegar dentro prazo,5,1,-23.93465945090488,-46.331065142884974,SP,2018-08-16
36baee95da35ec15c8f2f7374dbd464e,Muito bom.,muito bom,4,1,-21.7664768468313,-48.83154737836604,SP,2018-08-12
12c221187a19873feb6e4c456067c065,Não vi o produto pois estou viajando ! Mas surpreendeu quanto a prazo ! ,nao ver produto pois viajar surpreender quanto prazo,4,1,-29.178365921096788,-51.17747690331007,RS,2018-08-01
24c92c13f54db05c634f1e307d72dd66,"Adorei o produto, chegou antes do prazo. ",adorar produto chegar antes prazo,5,1,-23.55775014393556,-46.80815711799397,SP,2018-08-31
b38fd358097d35ff765b6f153d2fa9fe,eu recomendo produto muito bom recebi antes do prazo ,recomender produto muito bom recebi antes prazo,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-04
3468bf4d2b5ea6a061bdb27e561fcb71,"Amei minha luminária, mas na foto parece um pouco menor.",amar luminaria foto parecer pouco pequeno,5,1,-23.59798552039933,-46.55547278711988,SP,2018-08-08
72d7e5396561318b15d2ed06c657b315,Ok,,4,1,-23.591084982514857,-46.61326277699232,SP,2018-08-20
047e5de635c9597e36880b047a43284d,"Não dei nota 5 pq não veio na mesma embalagem. Veio embalagem branca proibido pra venda, mas por outro lado o preço estava bom",nao dar nota nao vir mesmo embalagem vir embalagem branco proibir venda lado preco bom,4,0,-22.131826190859822,-51.450761316949546,SP,2018-08-21
b097e32b2327dbaf94de7a06ed3d241e,"Recebi um produto totalmente diferente do que comprei, abri pedido de devolução no site dia 09/08 e ainda estou no aguardo de uma resposta.",recebi produto totalmente diferente comprar abri pedir devolucao site dia ainda aguardo resposta,1,0,-23.724134173502662,-46.57554561519289,SP,2018-08-09
1c24747b51d25742b5fb5250d727129a,"A parte superior do produto foi mal feita, não encaixa corretamente e está folgada.",parte alto produto mal fazer nao encaixar corretamente folgar,1,1,-22.895876357204664,-47.0791850342778,SP,2018-08-04
59ca75051fa9cf80f75c4a5c4ea72914,produto muito bom com luz fortíssima e buzina alta. ,produto muito bom luz fortissimo buzina alto,5,1,-23.71688471949829,-46.54199108267673,SP,2018-08-24
b54ef182ce4b01ff4dd7b36f23a1c299,Ótima ,otimo,5,1,-22.76161176963473,-47.15147246350049,SP,2018-08-08
027816b74a0cba9ce961d8be5dae3472,Não entregou o produto correto,nao entregar produto correto,1,0,-22.93125598447676,-43.17881321481337,RJ,2018-08-21
21763a519e820c49b0388bb0944214fc,"Dentro das expectativas, conforme anunciado",dentro expectativa anunciar,5,1,-23.693985995008337,-46.70188324132953,SP,2018-08-17
a17198b428a99d4143535082869b67a8,"Prescizo dos produtos. Pois os mesmo sã o presente de aniversário de duas crianças. 
É a primeira vez que compro no site e já acontece isso . Quero os produtos. ",prescizo produto mesmo presente aniversario crianca primeira vez compro site ja acontecer querer produto,1,0,-12.895112589380958,-38.33895999999978,BA,2018-08-25
ac856f7beef2d24b61257d0c2ef26ae7,É couro sintético!!,couro sintetico,1,1,-23.651114842510157,-46.75521082321932,SP,2018-08-30
6e47be61ba0c7c23dcbbeb93b36c4d39,Entregue dentro do prazo e inteiro ,entregar dentro prazo inteiro,4,0,-23.693985995008337,-46.70188324132953,SP,2018-08-09
eab0d4143dcc995419ee6b11eccda974,"Excelente vendedor, entrega antes do prazo e o produto muito bom.",excelente vendedor entregar antes prazo produto muito bom,5,1,-21.131371560317195,-42.39574909877045,MG,2018-08-18
1b2478a7a9891d4329ecfe557e09586c,"excelente qualidade, a capa vem dentro de uma embalagem do mesmo tecido",excelente qualidade capar vir dentro embalagem mesmo tecido,4,1,-25.474502573234364,-49.35249257828181,PR,2018-08-28
372109711a4a21b7615179a7b4da0fc1,A voltagem que pedi era de 220...E não 110 como veio,voltagem pedir ser nao como vir,3,0,-19.91624655709342,-43.93623364096637,MG,2018-08-17
4f7310a2066271aaba8a3cb0b186c1aa,Produto muito bom!! Adorei!!!,produto muito bom,5,1,-30.00731246906908,-51.19422244408211,RS,2018-08-03
2a26691be95f35d4006cca33dabb1910,"Pela segunda vez não recebi o produto comprado na loja lannister.com.

1ª - Um livro ""Aves Brasileiras.
2ª Remédio ""Moringa Aleífera.

Solicito providências, caso contrário, tomarei as medidas c",segundo vez nao recebi produto comprar loja lannistercom livro ave brasileiro remedio Moringa aleifer solicito providencia caso contrario Tomarei medida,1,0,-2.546079233971952,-44.3089863702464,MA,2018-08-04
d79d0189204c6823102e894bdefb8703,Só recebi uma unidade sendo que comprei duas unidades ,recebi unidade comprar unidade,1,0,-23.457428518177625,-46.56396476894224,SP,2018-08-14
9b09f24d75ce1bf0ac4b05d6dad8729c,Bom,bom,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-10
80f7fd67133ad59cee29cfe4000caef6,"Chegou a nota fiscal e nao chegou o produto , liguei nos correios e eles falaram que só chegou o envelope, quero saber sobre o produto , e o codigo de autenticidade nao confere , da no nome de outra .",chegar nota fiscal nao chegar produto liguar correio falar chegar envelope querer saber produto codigo autenticidader nao conferir nome,1,0,-27.14294161449014,-48.50728684609616,SC,2018-08-09
aec4a7fcd665ba87f9cd20f041992752,"Entrega super rápida, recomendo.",entregar super rapida recomender,5,1,-25.61138949693849,-49.36969938375004,PR,2018-08-09
1159af6c66160e07c76f16d9f09098ed,O produto veio com a lente de outra marca que causa alteração visual já comprei anteriormente um óculos da mesma marca e não tive esse problema. Parece que só a armação e original.,produto vir lente marca causa alteracao visual comprar anteriormente oculo mesmo marca nao ter problema parecer so armacao original,2,0,-23.50097763469062,-46.62712333406575,SP,2018-08-09
abf9d83d20646514e5ad866cf0e1896d,"o produto não faz o que propõe infelizmente é fraco e a durabilidade na pele é bem pequena e, ainda possui brilho, com isto mostra as linhas de expressão. O vendedor é excelente, o produto é que não.",produto nao fazer propoe infelizmente fraco durabilidade pele bem pequeno ainda possuir brilho mostrar linha vendedor excelente produto nao,5,1,-22.88857483236194,-47.04416083236194,SP,2018-08-15
6f689af1f265fc09a2caa3b399284787,Rápido e eficaz.,rapido eficaz,4,1,-23.5259011954249,-46.84502074190641,SP,2018-08-28
49fd7efab840f8ae17509b65a59a0693,Muito boa recomendo,muito boa recomender,5,1,-23.944502325841068,-46.33124278031053,SP,2018-08-10
d18de9c498e89bc8a3e026b3401f1c4f,"Recomendo pelo prazo de entrega e valor. 
Mas o adesivo do produto não veio com o selo 'camaleão', como alguns que já comprei, deixando margem quanto à qualidade final.",recomendar prazo entregar valor adesivo produto nao vir selo camaleao comprar deixar margem quanto qualidade final,5,0,-8.138173275583135,-34.9322264583223,PE,2018-08-30
a7d5654d3f9e2f8853ea31926dd462e7,Veio capa de colchão queem. Na hora da compra não foi me informado o tamanho. O que já é uma falha. Acho que o cliente teria que ser orientado sobre medidas. Estou esperando orientações para devolver ,vir capa colchao hora compra nao informar tamanho falha achar cliente orientar medida esperar orientacoes devolver,3,0,-21.7664768468313,-48.83154737836604,SP,2018-08-07
a0ba13e19e2a6f416f963ef97a0089b4,Rápida entrega excelente produto ,rapido entrega excelente produto,5,1,-23.71688471949829,-46.54199108267673,SP,2018-08-01
fea46f78ce903a1cf5891e89b5b395f4,Muito rápida a entrega!!!,muito rapido entregar,5,1,-22.33137826421038,-49.096775499711526,SP,2018-08-14
72b96bc7e95412e4783698795417ae2d,"Estpu preocupada, no status de recebimento consta como entregue dia 06/08, porem ainda não recebi o pedido. Inclusive liguei no telefone 4003 1000.",estpu preocupado status recebimento constar entregar dia porem ainda nao recebi pedir inclusive ligueer telefone,1,0,-23.71992046378896,-46.693208556754605,SP,2018-08-07
235329d9a04bfb5dae74960b6c5b1525,O produto nunca ligou ou acendeu nada. Passou um bom tempo carregando mas nada aconteceu,produto nunca ligar acender nada passar bom tempo carregar nada acontecer,1,0,-23.539494799586286,-46.63284391414975,SP,2018-08-02
1a52f46768050051968fbd22ada043e9,"produto entregue no prazo. A bolsa é pequena, mas é a conta para um kimono + faixa, me atendeu bem",produto entregar prazo bolsar pequeno contar kimono faixa atender bem,5,1,-25.472734941716197,-49.30563836747645,PR,2018-08-29
394480f8612b1f2f95b6d3af7ec00e51,"Apesar de ser um prazo muito extenso q a loja fornece, mas o produto é um dos mais em contas comparado a outras lojas por ae, aprovado em todos os testes realizados nesse modelo de cartão!",apesar prazo muito extenso loja fornecer produto mais conta comparar loja aprovar teste realizar modelo cartao,5,0,-29.6881809883103,-51.0915608374261,RS,2018-08-16
da4d683fe4223486dfc41bbb7a075e21,"Bom dia,

Ainda hoje aguardando a encomenda. Como posso avaliar? Ruim?",bom dia ainda hoje aguardar encomenda poder avaliar ruim,1,0,-2.546079233971952,-44.3089863702464,MA,2018-08-03
9fe347507e7601e22cc0e4348f54a556,"Facilidade de compra no site e entrega rápida, produto atende as espectativas. Recomendo 
",facilidade comprar site entregar rapir produto atender espectativa recomer,5,1,-23.49027291257428,-46.66072145905712,SP,2018-08-25
b7c683ec171cf5e54f75d6a7c6f076eb,"Atendeu minhas expectativas, excelente produto com ótimo preço.",atender expectativa excelente produto otimo preco,5,1,-23.53321650340715,-46.50046729003948,SP,2018-08-16
0bd1928507f0ff11c6f626189e18331c,"Excelente produto, chegou antes do previsto. Satisfeita com o produto! ",excelente produto chegar antes prever satisfeitar produto,5,1,-25.472734941716197,-49.30563836747645,PR,2018-08-03
286c1b4ddca3585545251591f7fbf831,Produto bom de ótima jogabilidade pessoal muita rápido na entrega ,produto bom otimo jogabilidade pessoal rapido entregar,5,1,-22.85275770752771,-47.05510214136723,SP,2018-08-17
9fdd8627b3e57fd185f74a7fe60865a5,Atingiu minhas expectativas 👏🏽👏🏽,atingir expectativa,5,1,-22.75967282783305,-47.364736674563375,SP,2018-08-24
9662f1a2d9191b9975ab1af785a65d6e,"Mesmo sabendo da data de entregue dita no pedido, tinha certeza que chegaria antes. Vcs são pontuais. ",mesmo saber data entregar ditar pedir certeza chegar antes pontual,5,1,-19.5921849600698,-43.90098205233704,MG,2018-08-24
1259ec2990bffb3f1d5966a85e785ad4,muito bom ,muito bom,5,1,-23.543135968636395,-46.62371555453289,SP,2018-08-22
f7f18f9d471e3e8b60df9dfff7af4c4b,Produto cumpre o prometido,produto cumprir prometer,3,1,-22.57899631642056,-47.37156127520432,SP,2018-08-14
fbba951979d476d845b62623dec468db,Foi ótimo....ok...,otimook,5,1,-23.540448877849485,-51.45277360323112,PR,2018-07-31
887721e2992a7db6781ba24aecc0ea32,super recomendo,super recomer,5,1,-23.59272363197529,-46.6315844403312,SP,2018-08-17
db3a4c330dfeff89abf78e776b66ed38,"Produto com madeira rustica, mal acabada, veio descolada do suporte, não foi lixada nem envernizada. O coador veio com aro menor que o aro do suporte.",produto Madeira rustico mal acabado vir descolar suporte nao lixar envernizar coador vir aro pequeno aro suporte,1,1,-22.73824150585765,-46.8958585777586,SP,2018-08-22
a359be2b31aeef52125257d2fdd52110,"Qualidade muito boa, completou minha sala e todos amaram!! ",qualidade muito boa completar sala amar,5,1,-23.194155763010308,-47.26601382366275,SP,2018-08-17
d3faf9a65d4d8efad6d3bcc6e0a0b421,"Amei o produto, ficou lindo no quarto da minha filha de 14 anos, ela está apaixonada pelos nichos. Chegou bem antes do prazo...Parabéns pela rapidez.Produto de ótima qualidade. Super recomendo.",amar produto ficar lindo quarto filha ano apaixonar nicho chegar bem antes prazoparabem rapidezproduto otimo qualidade super recomer,5,1,-22.767224960596728,-43.424453496437685,RJ,2018-08-04
6d9efcb5372f7949301a96533ab105ee,A entrega foi bem antes do esperado. O produto é de qualidade venho em uma embalagem perfeita. ,entregar bem antes esperar produto qualidade venho embalagem perfazer,5,1,-24.49203032806276,-47.83413137913321,SP,2018-08-01
0f88fe24b64e53ec856c93ab8c4b1534,"Produto muito bom, perfeito, entrega rápida, antes da previsão.
Atendimento com muita atenção.
Recomendo.",produto muito bom perfeito entregar rapido antes previsao atendimento atencao recomer,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-29
cce2f97d3dcd0d5cda51e70d3850731c,Muito satisfeito ,muito satisfeito,5,1,-21.7664768468313,-48.83154737836604,SP,2018-08-25
80ea69c06b1f6dd615ffbb6c204eb633,muito bom gostei,muito bom gostar,5,1,-23.724134173502662,-46.57554561519289,SP,2018-08-08
12a292c687798367a4a2ab59208ee138,"boa noite !
até o exato momento não recebi o meu produto
que comprei.
gostaria de obter uma imformação sobre o motivo
do atrazo",bom noite ate exato momento nao recebi produto comprar gostar obter imformacao motivo atrazor,5,0,-22.767224960596728,-43.424453496437685,RJ,2018-08-16
d6f23b582e96d3517b3cb03592eaf29b,superou minha expecyativa,superar expecyativa,5,1,-22.133927157857254,-51.36875322173029,SP,2018-08-14
42a4c566f2cafa8ba6c57b4452e0c86d,"Estou satisfeito e agradeço pelo bom serviço prestado. Obrigado. Elton.

",satisfeitar agradeco bom servico prestar obrigar,5,1,-23.29818595956356,-45.974828011182304,SP,2018-08-14
e0115a659689593aa3d68fdb47c9b063,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.",solicitar extensao eletrico entrada dever igual foto por nao realizar troca nao ter tempo ir correio fazer devolucao,2,0,-23.53321650340715,-46.50046729003948,SP,2018-08-29
58f4ec3a39bdee3993e8f115716c6c85,"otima

",otimo,5,1,-2.546079233971952,-44.3089863702464,MA,2018-07-31
ee4b6ed6a24ee4ba8d3f4d3ed6e14adc,"To tendo problemas,para. ativar no ceular,não consigo por pta funcionar",to ter problemaspara ativar ceularnao pta funcionar,2,1,-23.61959447821568,-46.60003319608748,SP,2018-08-22
2f69718440672265f0d40604c33d06bb,Comprei dois kits de costura recebi um e a nota fiscal dizendo que tinha dois! Como pode?,comprar kit costura recebi nota fiscal dizer ter como poder,1,0,-23.52675976321213,-46.94317674153119,SP,2018-08-22
b7f8d55b0527cbffadb7e731d834e5a7,Recebi antes do prazo estimado. ,recebi antes prazo estimar,5,1,-19.86247705744709,-43.89710791840267,MG,2018-08-25
ca51511b9f65963156e5ee0083449d4c,Gostei muito ,gostar muito,5,1,-23.62358155176294,-46.61056007369148,SP,2018-07-31
