review_id,review_comment_message,review_score,sentimento_predito
e8160c6e61a39e8df70be847c5986888,entregar faltar pote insatisfacao,1,negativo
aa71e150e5d81b0ff638b0362bb45881,excelente excelente muito util muito obrigado,5,positivo
4221f3f3b5ffcf57d8eb3497d3332479,pessimo muito ruin,1,negativo
6f97d8b5afaf78f8658cfc0634840b40,produto entregar diferente compradonao recomer vendedor,1,positivo
cd9024db094fdf3ec53cea6405691382,recebi produto vir encosto braco quebrar sugiro loja acondicione bom produto vez vir embalar papel fino comum,3,negativo
05288668a95fafa0625d031fba136a64,recomendar,5,positivo
cccde40ac8b490113db6ffee8303f2c6,bom compra comprar pneu chegar combinar prazo recomer,5,positivo
128c507602eef71e8e4ccc5206707507,n gostar produto imaginar oq eeperar,1,negativo
9d8c5ae16920b10ffa7040249cfd7e83,muito bom,5,positivo
bb8e884b3b3382e5637d5fb42a01017c,otimar,5,positivo
9b96955d66892d5d5def67a27b421ecf,parabenscontinuem assim,5,positivo
78923a29ee5d3dae97448fb05df8849b,produto nao entregar residencia precisei retiralo Correios,3,negativo
c3e3262d732c0a6b4c3d01f4538a95bf,nao recebi quantidade correto aguardar posicao targaryen agora nao dar retorno,1,negativo
1ce9388b1a3ad76f5f1a64f208a90fce,prazo dia ate momento nao recebi querer saber acontecer,1,negativo
5ac791169055b4994a395a442e3956f6,comprar pensar vir conforme foto vel branco parte baixo bege vir bege,1,negativo
b26a755642556c1b115289ed08626435,ainda nao recebi produto acreditar nao culpa vendedor sim Correios urgenciar produto encontrar parar correiro datar,1,negativo
41c7f1da36f96d9193c26f09ce5c7995,bom dia nao recebi dhea somente recycle qual procedimento preciso fazer preciso resolver obrigar,1,positivo
0bbf094e82e66237544fd0c8624cf0d3,fiz cancelamento comprar dia data posto comentario agora nao cancelar compra cartao,1,negativo
d79e6cac2ec6fe4bb0d2265096e814fa,espetacular,5,positivo
b59cf587845cad9af780a2f839ee6c30,produto demorar chegar vir diferente pedido pedir vir nada haver,1,negativo
4cc3ab817995f7ff274f0929d248a135,entregar rapir produto qualidade preco bom,5,positivo
1dbb9e016bd4d110ef36d54867370508,otimo produto,4,positivo
bfa0336967129c4ac4f3c2bbbda44740,Relogio produro chegar dentro prazo bem leve caixinha nao vir certificar garantir somente manual tamanho bom cor dourar claro nada muito chamativo,4,positivo
da12532ba0830dc89f89391cc36b7613,ecelente otimar dar presente cunhar amar super feliz,5,positivo
32ab61ca5b879b324deb8327c2797629,comprar porta talher receber apenas momento juntamente nf constar produto,1,negativo
d37b8cfe7008f4c4d72e4b441a827cf9,nao entregar produto nao entrar contato resolver problema momento,1,negativo
cdaf47cab4d93c935d7bd17b8143b432,obrigar voces parabens produto excelente,5,positivo
eb0b814a6d169fb5777215af141d39e5,produto ainda nao chegar,3,negativo
6a11203d05f191b3e0af7363ca15f7b6,respeito consumidor presente,1,negativo
106b3da06e6bf1908e8a156ea85fca68,gostar produto entregar apenas unidade faltar unidade produto acontecer entregar,1,negativo
0e2db9f3094b64e23c8cef7a3b6fb88b,produto nao chegar gerar estresse nao conseguir fazer devolucao caso aconteca ir justica,1,negativo
dc870c0ff0760291a0579de8af61048b,muito enrolar liguei ficar retornar dia agora nada,1,negativo
9dd0a592e0b22ec019eb8cef1dd43eab,obrigar,5,positivo
129a0d2323ed7151534ebffd28ea9314,mercadoria entregar antes prazo,5,positivo
2f32b6e5dc5bcb037475ef62a1cca81b,muito bom produto boa qualidade entregar prazo,5,positivo
83cfa25aacfc6512ca6e7fbbc82e0cd3,ainda nao recebi produto ninguem entrar contato nao recomendar cliente baratheon tempo vez acontecer situacao,1,negativo
6e0aa1e1ab7c533224d933fe5606d539,recebi anilha faltar apenas kg,3,negativo
5b16346ee3f996c1b90d132560e42e5c,excelente custo beneficio excelente produto entregar imediato preco mt bom,5,positivo
97e128c1f6c5237e418f577aea822340,produto medida incorr produto chegar prazopor nao vir medida correto tentar entrar contato troca devolucao nao obtive resposta,2,negativo
c6c9ec4456cb7d4b5ed2d2cc9675347a,chegar perfeito muito antes prazo pendente ter pecar plastico pequeno liga Caixa luz rosca curto,4,positivo
7b6b646410d7bc5d32b87a9d2f88e92d,pedir vir errar comprar unidade entregar somente,3,negativo
861d92ec33d23b0b5a393fc1384816f5,apesar emitir nfe dar incorreto corrigir produto entregar fora prazo mesmo assim recomendar,3,negativo
6cddbe204d2cfe1f9d39d11cceb2506b,excelente aquisicao,5,positivo
b4c79d113c739e9ab98b34f7c6d3329c,otimo otimo produto,5,positivo
8ea891563ff2e29222783cd691e9d0b8,chegar mais rapido prazo prever fiquei muito feliz usar produto gostar muito ja comprar vez baratheon continuar comprar site confianco,5,positivo
7e3b4393a443a81b64ff829f2636542a,ainda nao recebi produto,1,negativo
bd5ea2577ce05ee212c4c44793068a1f,otimo compra produto chegar antes prazo perfeito estado muito satisfeito compra,4,positivo
357b9d32b9b3c74e3f328070525c25ae,entregar antes prazo,5,positivo
f15bea451b4cc20a067e2fe889be67b2,produto compacto atender expectativa sempre entregar antes prazo,4,positivo
37f28046783d7b6d54578b697c2329d7,anuncio nao dizer produto compativel comprar como original apenas percebi quando chegar soubesse nao original nao comprar,1,negativo
1b4bab27425a3cfafaa7f6b83e9e4450,super satisfeitasuper recomendar,2,negativo
6b2f9921f59f4fb74dcfe5c927311840,sempre comprar Baratheon nunca ter problema poren ultima compra deixar desejar,3,negativo
897199a6cde8b4d1f9e7fac8898c3b02,muito bom,4,positivo
eaaf45411395b105cb9489fe6c64bd53,ainda nao useer chegar antes prazo perfeito estado,4,positivo
74801e99c9354fbc5434999682ae3b1f,super satisfeita site mercadoria chegar perfeito condicoes prazo desejar vel,5,positivo
884e8ffd59d521d34ef112da7dc88a43,chegar mesmo antes prazo entregar muito bom produto recomendar,4,positivo
f416e81e5917a29d0d53afcccc1941ad,bom atencao completo adorar abri ja embrulhar presente,5,positivo
ab1cff9b36e46cea468b5bf58eadac40,produto vir errar gostar saber devolucao produtopois informar hora confirmar devolucao ate momento nada,1,negativo
35f2b6f226a96d6dea0e725f9cc02410,so nao fiquar mais satisfeita retirar correio,5,positivo
d51ecbf11a31e4cc953321ba6853842a,entregar antes prazo otimo,5,positivo
f30f0034384b3a176508296ea0ab302c,produto apresentar risco aparencia usar apesar funcionar produto entregar embalagem envolto papel bolha nao acondicionar caixa,3,negativo
08af1a16cca5edd546f4a10b6e87af2e,produto descrito satisfeitissima compra,5,positivo
aad2cad572bfb242f557e0681bcd51e0,muito bom certeza comprar produto,4,positivo
6a24fdb69a1596a14f8ebe8386855576,nao primeira vez atraso entregar quando conseguir falar atendente ainda pedir prazo dia fora atraso infelizmente mudanca entregar parceiro nao praticar,1,negativo
7d7817ab11aa94765653a32f10abdfe5,muito bom,4,positivo
b01d9dfbc46f2f6d811b5e9da4ffec80,entregar prazo adorei produto ta,5,positivo
041c9f8217a77fb34855682ff70a55bd,produto excelente,5,positivo
8dd9eb2fcc60d8738ca7930a5b8303c5,produto bonito entanto qualidade nao corresponder esperar joia qualidade mancha escuro corrente pingente,1,negativo
5719635988c95388229cbd10e93ee048,produto entregar muito rapido fiquar muito satisfeitaobrigado,5,positivo
2a1b4cd792b90463646bef7789c1f49e,gostar,5,positivo
84d15544e1fd5221b812cda0d23ae242,produto ruim mocho nao ter nem mês uso parte estrutura ja rachar produto pessimo qualidade,1,negativo
6fac4ff0f6e5a77539221d6bec255af3,recomendar produto otimo qualidade cor vivo bem recortar dar pouco trabalho colocar devido falta experiencia resultado surpreendente,5,positivo
c78a6fcd085d678131199a80be88fec6,produto errar vir voltagem pedir,4,negativo
3909bc0e2ed70ccd48d6cbbb3de91c55,produto receber sucesso,5,positivo
f7ddca0a3f78ea769f4418ec2044658a,produto nao chegar,1,negativo
3fb929ba2924ff0a47858efb007ceee1,otimo entregar rapir,5,positivo
8d50d6424a6bbff8b448028850607e85,entregar fazer pouco semana produto otimo muito bom,5,positivo
ae501aff8d8cc761c92008e6afd9dcaa,chegar antesdo programar,5,positivo
8566d94f7bf3bedbb4ca6a29725fc382,chegar antes prometer,5,positivo
a9a20293d2efb658f74c495a87d66889,preco valer pena,3,positivo
54048bb2c5e06bc2ab4e6da878bcf6cd,nao recebi produto lojar dar satisfacao,1,negativo
edfc4b462c1c7fcd24041342bfdef0b4,bom produto bom comprar radinho vir,1,negativo
f78465a7e3ab644e352bc1d228371e02,produto otimo produto otimo qualidade fiquei super feliz agilidade entregar,5,positivo
a161c704cfc720444aa3a4492f2fb4f8,pedir trio pendente entregar unidade nao pedir pagamento,1,negativo
153393ceddce98f4492128cfc5252d49,produto vir nao valer paguar mau acabado irregular,3,negativo
ebe73d53029c5ffd1c8489f0f46d823e,recebi produto dentro prazotudo,5,positivo
411772e8d6877c4fe7ba72def9f563be,amei tapete,5,positivo
cbf36d520df02469256e36b7a3c37512,chegar prazo otimo qualidade recomer,5,positivo
74209ce013569a2acaec7ea0b0f797ec,comprar peca igual apenas ser entregar produto ainda nao entregar preciso informacao issu urgente cobrar produto,3,negativo
d7d997831123876319a567aca77f9327,muito bom muito bom fazer compra,5,positivo
d7e5e399f6a99a7705377c9f0e355477,otima muito pratico pontual,5,positivo
514d6392e7db4b7edafbdca28bbb308f,recomendar sim chegar muito antes prazo otimo produto,5,positivo
c2bc6260c0092352e2ba4fec12e1d5d9,filho gostar ficar super feliz,5,positivo
bea940cc1c77cabb31b65022046db59b,recomendo comprar presente filha gostar muito produto muito facil montar chegar dentro prazo,4,positivo
8246c3060f3ed114c400ca398c2fcd78,amar produto jeito esperar imaginar ja useer muito,5,positivo
6fe49223fa2ccf25f9e1e7eab5e6c187,produto muito barulhento velocidade ocila muito trar tb nao recomendar vir defeito,3,negativo
f4437e59697482a51e39e1205fe24b7e,bom bom,3,positivo
7cdc38c51e3d0acefd5976d4a01d11dd,pedir chegar faltar pedir nao chegar quantidade correto faltar suporte peito cinta peitoral faltar adaptador conector estereo microfone,1,negativo
7d81592881b86d6ba09e4e5ae954a59d,chegar produto atrasado faltar falta chegar cliente zangado,1,negativo
396025d8f8e49c965256ee10af9aa0c4,produto entregar antes prazo otimo qualidade,5,positivo
50fb726887f44e8cf1079927b8c3e192,produto bom,3,positivo
f242ce44c6572a94907a446b8fda32c8,queixa nao entregar Residencia tive buscar correio ter produto devolver ainda saber fazer talvez telefonema ajudar,1,negativo
105facb42b5b9147996f0b1b6fbf7b80,hola nao recebi produto nem telefonema referente comprar,1,negativo
fa6b5066a6a79a2ec28d0237e0964ee3,entregar rapir sempr loja entrga mais rapido,4,positivo
9023f33e76e33b982438fa420d110dde,produto otimo qualidade chegar bem antes prazo previsto entregar muito satisfeito,5,positivo
d6c0b888949f0c3f236d67f588913930,recomendar trabalho profissionalismo loja indico certeza,4,positivo
d2299d75554311d3a1fd1dd57091fe9c,bom esperar otimo fornecedor,5,positivo
e40ae82cc51399e8b6e2f2ef12373cc2,produto vir cabo arranhar produto parecer usar,1,negativo
451c92a067b4bfd022fcb3ff31d92ebf,chegar bem antes prazo certinho,5,positivo
275456bfb2e3d568225af035668661db,produto chegar muito mais rapido esperar vez previsao dia chegar dia ainda nao usar questao entregar super recomer,5,positivo
92a1b57ed6d7d3a813abdd04738c3f4e,otimo,5,positivo
2185a313343516f767815fe6e3ef6058,produto entregar combinar,4,positivo
fd644e568474e304218a448b762344ae,nao entregar nao dao satisfacao devolver,1,negativo
ab502ecb07f2f4fd0e4387d162efbe7d,achar prazo entregar muito longo,3,negativo
7945870a59146fcc70a0c45dc931fbab,orificio capa Conexao cabo mm microfone nao corresponder celular,2,negativo
a23ab29493bc3b1156a044f889587e6a,excelente produto peruco sintetico semelhante cabelo fio fino opaco nao possuir brilho artificial,5,negativo
3e8ffae875bd322257e2b197e382bafd,comprar produto vir,1,negativo
8b661613e0094529f241dd9b5f757fe3,excelente atendimento superar expectativa voltarei fazer negocio certeza,5,positivo
2fabed7b2a7ef99b6074035d5e2480c6,gostar produto vir correto perfeito dentro prazo,4,positivo
ccc9fedbbcbaa04344fb59a29567b423,folha simplesmente maravilhoso alem lindo enchuga super bemrecomer sim comprar compensa muito,5,positivo
9d5630f8e3c4bf070a2cd018a24df87b,produto chegar prazo estipular recomender,4,positivo
5e9d4664556f5479d0a13f986b0d6d4d,comprar novamentede qualidade,5,positivo
4b2421547069ecc7e785568e5b074c88,ainda nao recebi compra,1,negativo
746316fdcc81ba0444f2e0ff19ca7157,apenas entregar mercadoria,1,negativo
16156000b94e7d37d77f5b495510ba09,fazer corte tapete mais encaixoutudo bem,4,positivo
588f0b69a48c75416fde15f7ec70c637,comprar produto errar entregar antes prazo perfeito estado,4,positivo
c7e18295d6bec5500da0d9d2ca18ab82,nao gostar pagar frete nao entregar casa Condicoes parcelamento nao mostrar ativar,3,positivo
fc1fd2d7ac6ff894b3d39cf4c3904891,estojo relogio amassar,3,negativo
4ac67e7aa938e616ce81a747734ed89f,cabide chegar quebrar,3,negativo
222d5c263c3787070d604a7214abbf14,achar otimo super recomer,5,positivo
efef5a00aac989951350619e06681dcb,loja lixo entregar produto errar mandar reclamar obtive resposta belo consideracao cliente ano ver valor fatura diferente,1,negativo
aaddc4a377503932776442747ef4d86d,chegar antes prazo bem embalar recomender,5,positivo
9887697929ced92d709fbf97d8f59515,bom lixeira servir so contonete algodao sujo muito pequeno,3,negativo
1850ff3597bd1b7d51e545fa5ce77668,pessimo atendimento tentar cancelar compra minuto depois efetuar devido propaganda induzir erro fazer alusao produto original nao conseguir,1,negativo
83eb917231315ae43f405ae805430d22,nota amar comprar comvoce continuar comprar coracao,5,positivo
fd280616682acdb24b179afd70055ede,muito bom produto bom qualidade chegar ate antes prazo,5,positivo
89143c34c9f9ca9f37aa7a0bfd871893,atraso entregar produto entregar atraso momento nao obter retorno chamar abrir,1,negativo
0f9938b13bc6e801ea8b19d7ce100f0a,amar produto chegar bem antes prazo entregar recomer loja,5,positivo
0ad58cdf5054add1a5569e58ae1b2ceb,prazo bem embalar perfeito estado,3,positivo
6c99a3aef68e5330e0b621b38fd742ce,ser entregar previsao dia ja quase chegar fatura produto nao chegar hoje nunca comprar produto demorar,2,negativo
cc455f5061e8638e3c8e9142ff309711,imagem achar q tela moldurar discricao escrever espessura cm verdade mdf mm fiquei pouco fustratar bem,2,negativo
ffcfa167ce4d48d3306067dc14566e42,otima muito bom entrega,4,positivo
f4503175538ce5fcbc71659cc7ae8daa,produto defeito costura,1,negativo
9f0292ddc388ff24bc019780ab6fa8db,ocorrer produto quanto prazo entregar,5,negativo
de0713478a49702235c14b7a83de8924,chegar certinho antes prazo recomer,5,positivo
2f8295016240ed6439e0f09c12d5fdd8,estrela bom otimo atendimento,5,positivo
856234b42fe2c8652102dc209cbf77e9,faltar killer combo recebi coqueteleira vier bem acondicionar prazo informar,3,positivo
8f17f539b9a0564eaf31899dbc8d9775,otimo produto otimo qualidade,4,positivo
d8a2f7757cc738b8fae1c882f11229a2,produto entregar pruto dever vim especificar metragem correto,5,negativo
3f043f98c806fb7f6bebc4757fbfd085,muito rapido eficiencia,4,positivo
345176603ee05c764bc9c852a0e65d40,nota,5,positivo
76c0dd108c0e8f75fd7c1649f51307a3,bom tarde achar demorar bastante chegar residencia apesar demora satisfeito varal,2,negativo
ffa4ca3775c8867f65d5e64409800fed,nao passar prazo ainda,1,negativo
c7fb23cd8188e9ed9136d6b84ec117c6,aguardar produto chegar,1,negativo
cc3b29e7467a6675cc6c751127e43e29,so entregar bonecafaltou pano prato saia cama solteiro,1,negativo
ef91469e8a6a02e64b6e3052a6371690,principio certo ainda nao testar pois ehr presente natal,5,positivo
184624cc6d1ae9abca44e32eea7a2e17,produto entregar acordo comprar antes prazo informar muito satisfeito,5,positivo
cbe80edd1398bdb1741a50093abc6819,recomendar,3,positivo
54b4f2759acae6ea09832bcceb00462b,ok,4,positivo
4223c1eec7fa5ebceb5644f726faebbf,parabens atendimento abracoenedinar,5,positivo
a197f892886f8089ac9965906a3a8770,otima produto excelente fiquar muito satisfeito,5,positivo
ab7b3573f2c9401783161cc1741a320f,muito demorar enviar produto ate agora nao chegar,1,negativo
f5906e4b6d89ffacb647da57b0ad0a3d,compra ainda nao chegar nao respeitar prazo entregar nao atender nao responder total falta respeito,1,negativo
f9cfe3e1d166bcebdc3ea6ba750e83da,excelente entregar antes prazo,5,positivo
667fb15825dfa618b7306a432ef4c95c,comprar produto litro chegar ml nao vir nota fiscal produto falar chegar embalagem duvidoso,1,negativo
4ad57fe88212366516a1a89ac0afe3e1,chegar prazo bem embalar jeito esperar recomender,5,positivo
355339576f48f592b470124ab84eb016,ainda aguardar,1,negativo
78c40fc9bfb7bd869fb2897caea73a98,produto chegar antes data prever,5,positivo
300922ed651d4e16c7b9fc97435b1a10,demorar correio entregar,3,negativo
e38155b315f9a848d859b698e8de577e,muito bom entregar antes prazo produto alto qualidade,5,positivo
c4452fe20cad5d07e0ad9a2b25c2d27e,devido irresponsabilidade empresa produto nao chegar residencia aguardar informacoes empresa responsavel ja ter mais mes fiz compra,1,negativo
1e6ae2e41f568c53d4239d3bfbe59754,super recomendar pedir entregar antes prever,5,positivo
99f9df4b7de55b9c151bec0961fa0023,bon atendimento bom produto,4,positivo
a387a807ddd15462f0e2fd7d05ae8d55,top compro sempre muito bom super indico,5,positivo
3647dc72b41ce81a578fe4861d5dd737,comprar chegar nota fiscal mostrar grande falta organizacao,1,negativo
ecda151fca6c4703cfe66d0c96b3e6d0,loja bom so nao saber nem,5,negativo
63e2011d9715f9b52366dc64ea14a230,entregar prazo produto muito bom ligar antes pra informar existir produto cor poder enviar antes preferi esperar ter cor desejar muito pontual,5,positivo
91c74885288d4c0dd35fcf95841bce3c,produto diferent recebi produto vir cor errar,1,negativo
170f333c55189a2433e4bd944cae3eb2,avaliacao geral regular ainda nao testar produto avaliei compraentrega,3,positivo
9cb193df147076cad5cc58bf1baee4d6,excelente empresa entregar antes prazo,5,positivo
070264464b4e587594fcd11d1a5b164f,entregar efetuar bem antes data programar,5,positivo
c68afdda46cd9f4781cdc920bec2f32d,produto bom sabor nao ter esvolher nao gosto chocolate entregar rapir,4,negativo
60a11eb3083d3d30cd4582fa72b3ee65,super recomendar tablet vir defeito dever faze,5,negativo
02d1c042e4f7cebf4fbe0be966a1ff61,qualidade recebi por nao original dever mais transparente site constar peca original,1,negativo
8edd42a7c561e11de943594bfae347e5,realizei compra colcha solteiro recebi produto agora nao recebi colcha,1,negativo
c1113c3afa624c9139a4e91af81b77c4,recebi prazo produto bom qualidade,5,positivo
3221eae7f27ad693bbfe6c3ada99d500,blend dia produto chegar rapidamente blend pouco caro realmente funcionar to segundo frasco percebar bom resultado barba nunca falha agora crescer mais rapidamente grossamente,5,positivo
8fc172bd4d34fb47b91d0f941588cea5,referente pedido comprar carenagem lado esquerdo lado direito chegar lado esquerdo faltar mar direito querer saber quando chegar,1,negativo
88799c9ece425f5f40f02678520071d3,produto bom entregar deixar muito desejar entregar sim prazo,3,negativo
c2ad32107fdcddfb00326d0c120f0e8c,ainda nao recebi pedir ti enviar ninguem responder,2,negativo
998d24eac38b6ff55b0998e454bcfec7,otimo gostar muito produto,5,positivo
4962fde8c6c790d153028d0c2ee93d66,muito bom,5,positivo
bb6b495b3eff5caf949e74f334487cae,nao recebi produto nao receber produto ainda,3,negativo
e434456b4dfc103dc7943f017bc8a8c9,otimo produtolir recomer,5,positivo
99e00d2ab2ed39968f74115fbaabc561,poder especificar tamanho produto,4,positivo
55b04dfd7fdbe2e17c3fe21e47b971d7,muito bom produto super recomendir vendedor,4,positivo
ca3f1b7fd191b88dab96976a2be6c2a5,excelente mamadeira entregar super rapido,4,positivo
575beaf6bb09c43d6b6cd403086f2917,super certo,5,positivo
840e190a6a1fc72b02bbe5a5e74fa4a4,perfeito quesito,5,positivo
c593edde6a6642f89313c4050a94c814,bom produto produto qualidade somente entregar efetuar atrave Correios demorar mais dia,5,positivo
c37d2e4c267659ebb23c995048ec387e,recomendar otimo produto parecer resistente material fabricar recomendar,5,positivo
572f3c139ef03bb672bd620fcfa20531,adorar entregar,5,positivo
aaaa371fbd29a67c9beaf9caa89bddfb,super recomendo recebi produto antes prender,5,positivo
d52ab825dac79ef467af1acdc776540c,qualidade intermediario,5,positivo
4a2ba8cd52939cbbaff409a2cec2b18d,otimo produto original qualidade recomer loja parceiro lannister,5,positivo
ab0cfa3ac44238b8e696dc082dd58187,produto enviar rapidamente chegar direitinho recomer,5,positivo
96a20cec700f8a78916f337c0dc591a6,nao esperar comprei relogio preto fecho preto vir fecho prata comprar nome mvtm escrever dentro relogio vir nome fotor fecho preto nome mvtm nao vir assim,2,negativo
340577af2776b40445129760dbe0a863,bom mais produto bom mais,5,positivo
ac6777197d46dae5bccc6dadbadaab7b,produto baixar produto baixo qualidade fotor enganar bem bota esquerdo nao ter funcao digital somente funcionar apertar botoes direita logo apagar instrucao ingles chines,1,negativo
25f33727efe9832e753a23b0ece70157,show bola produto entregar antes prazo recomendadissimo,5,positivo
7ad194b887cc02077be5563541b64b70,bom fiquei satisfeito produtoa loja entregar certinhoindico,5,positivo
4dcba6f3786b1df2a7181c0079cf6bdc,muito agil entregar,5,positivo
0952a1c0ed94666db08dab44c330cf92,loja recomender produto entregar prazo bom qualidade avaria,4,positivo
b2eb6e036ff001f946cb7229b624ded6,realizei compra nao entregar cancelar esperar reembolsar,1,negativo
3ae0e9b6e7ea2d674982023ddd8e9756,produto apenas testar funcionar esperer uso Continuono alto verao corresponda expectativa,5,positivo
2e41aff5540a25f4ae6d0fd675458bb5,produto qualidade,5,positivo
f5b79cea033e987da14d408c380fa824,produto bom qualidade recebi prazo estipular,5,positivo
413d91661b25bf8cf8ce26c82a06c848,muito bonito cortina dever pouco bom material desfiar muito facil mais ta otimo,2,negativo
b5c740c823b348cfeb5edebc623e9c8a,bom faltar nota fiscal nao chegar produto nao email informar ja emitir nao recebi maneira fico aguardo,4,negativo
0571ce2c40063e060a7d95f18db767e9,recomendar pois super bom produto chegar antes data prever ja fiz varias compra dar,5,positivo
06d8b827955162d7ece3705df6f43f0d,prazo entregar dia agora nao receber,1,negativo
8261469ef35b4ee39d9ef17746e00d6d,compra pendente amar produto vir exatamente como descricao bom prazo entregar correntinho antes ate data super recomer,5,positivo
cd759224452679c3d27330a30c0b23c9,muito bacano atencao cliente parabens,5,positivo
37e6a7ca9b8c81d833a6cf026707b0ec,so achar dever usar postagem entrega produto igual liberar etiqueta cobrar x frete ai recebi produto d dia depois,3,positivo
e5d48386325f21f0360c77b19c77feb1,receber bem antes prazo informar produto qualidade vir devidamente embalar nota fiscal,5,positivo
c1244382fb160eff7ad2cfb0068eb39d,realizei compra chegar antes natal agora nada chegar,5,negativo
e905130bda3e1843034026f837c4fb6e,recomendo todosproduto perfeitoso encaixei velocidade otimaentrega super rapidachegou antes prazoestar super satisfeito,5,positivo
7945f15472ee20ac41ca16cd6aa922fa,produto anunciar entregar dentro prazo,4,positivo
61ce53808fec308dc7b41a88e6288a9e,nota,5,positivo
74bc24b680ef551475f35c84f56cc58a,site confiavel chegar antes prazo,5,positivo
bd24d59d8b0ff2472edbfdde34395c77,recomendar marcador maravilhoso produto entregar antes prazo,5,positivo
3ba7ae5f7b59a0126aeced383ff2586a,Camera defeito tentar entrar contato troca devolucao nao com si,1,negativo
cd1e0cf886e95b19265112f712cf11ef,comprar dia recebi,5,positivo
43fdc477bda7c089713f2894fed5b87f,comprar mantar so entregar umae nota fiscal vir emitir mantar,2,negativo
016f9e36942a6c358e497569647af6ba,efetuei compra estante entanto apesar rapidez entregar somente recebi requeiro presente entregar segundo produto,2,negativo
2b3e1b6cc7d379fd0a2296180a0fae73,fone vier jogar caixinha embalagem individual nao gostar produto achar baixo qualidade,3,negativo
492e4a6b77838275f3e225de17eeb75f,perfeito pedir,5,positivo
